RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q,makat_dir
11225,225,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,ירושלים,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,29.3,6261.6,0.6,52,26.09,67.38,23.44,38,214,675.2,3691.7,17.3,,0.0,19.8,26.1,24.9,12.0,14.8,,,16.5,10.0,19.0,2.2,,,,,,,,14.2,ימי חול - 09:00-11:59,2024,2,11225-1
11225,225,2,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,ביתר עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,29.0,6167.6,0.6,49,26.96,64.54,21.76,38,213,686.2,3790.4,17.8,15.5,,15.1,16.0,22.8,17.7,16.8,,,18.0,10.4,26.7,13.4,,,,,,,,10.3,שישי - 12:00-14:59,2024,2,11225-2
11228,228,1,אגד,"רשל""צ פרברי",מרכז,ראשון לציון,לוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.3,3176.4,0.4,49,26.2,80.84,34.58,18,90,252.5,1262.5,14.0,,,3.5,6.2,20.2,17.0,18.3,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11228-1
11228,228,2,אגד,"רשל""צ פרברי",מרכז,לוד,ראשון לציון,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,33.3,3166.8,0.5,52,24.19,82.6,29.27,19,95,321.7,1608.5,16.9,,0.0,27.0,13.3,18.3,13.8,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11228-2
11229,229,1,מטרופולין,השרון,מרכז,כפר סבא,הרצליה,אזורי,מאסף,לילה,עירוני,אוטובוס,1,24.8,148.6,0.2,59,25.3,58.81,68.74,0,6,1.4,30.8,5.1,0.7,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,ימי חול - 00:00-03:59,2024,2,11229-1
11229,229,2,מטרופולין,השרון,מרכז,הרצליה,כפר סבא,אזורי,מאסף,לילה,עירוני,אוטובוס,1,25.0,300.3,0.1,55,29.09,51.56,119.75,0,12,1.2,31.0,2.6,0.2,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11229-2
11230,230,1,מטרופולין,שרון,מרכז,כפר סבא,תל אביב יפו,עירוני,עירוני עורקי מאסף,לילה,עירוני,אוטובוס,1,35.3,211.6,0.2,60,27.6,76.74,80.54,0,6,2.3,34.3,5.7,1.2,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,ימי חול - 00:00-03:59,2024,2,11230-1
11230,230,2,מטרופולין,שרון,מרכז,תל אביב יפו,כפר סבא,עירוני,עירוני עורקי מאסף,לילה,עירוני,אוטובוס,1,34.4,481.6,0.2,59,27.73,74.43,59.77,0,14,4.3,104.6,7.5,0.6,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11230-2
11231,231,1,מטרופולין,שרון,מרכז,כפר סבא,תל אביב יפו,עירוני,עירוני עורקי מאסף,לילה,עירוני,אוטובוס,1,33.3,199.7,0.2,52,27.45,72.79,53.48,0,6,3.5,49.0,8.2,2.1,,,,,,0.7,,,,,,,,0.0,,,,,,4.8,שבת - 19:00-23:59,2024,2,11231-1
11231,231,2,מטרופולין,שרון,מרכז,תל אביב יפו,כפר סבא,עירוני,עירוני עורקי מאסף,לילה,עירוני,אוטובוס,1,32.9,394.8,0.2,56,31.3,63.07,75.68,0,12,2.3,60.0,5.0,0.4,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11231-2
11232,232,1,ירושלים-דרום איחוד,בית צפאפא-בית לחם,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14.0,3631.4,0.8,38,20.08,41.83,23.29,40,260,458.9,2801.7,10.8,,0.2,8.7,9.9,22.2,8.5,4.8,,,3.2,3.7,34.1,5.7,,,0.0,2.7,9.1,15.2,7.3,7.9,שישי - 12:00-14:59,2024,2,11232-1
11232,232,2,ירושלים-דרום איחוד,בית צפאפא-בית לחם,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,13.3,3390.4,1.0,34,19.78,40.34,18.64,39,254,544.1,3297.8,13.0,,0.1,17.2,13.8,19.4,9.1,4.5,,,5.4,18.8,19.5,5.2,,,0.3,9.6,9.7,11.1,5.4,12.4,שישי - 12:00-14:59,2024,2,11232-2
11236,236,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.8,792.4,0.5,29,19.26,49.22,40.85,10,50,72.3,361.5,7.2,,,6.8,6.3,10.1,5.5,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11236-1
11236,236,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.3,766.3,0.8,29,17.48,52.52,25.62,10,50,123.0,615.0,12.3,,,12.4,8.7,19.6,1.0,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11236-2
11238,238,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,ירושלים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,18.5,444.1,2.3,11,32.02,34.67,4.82,4,24,176.5,1036.3,43.2,,39.0,,45.7,37.3,,54.5,,31.4,,45.5,,,,,,,,,,,ימי חול - 19:00-23:59,2024,2,11238-1
11238,238,2,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,18.2,436.0,2.1,10,31.41,34.77,5.39,4,24,158.2,929.6,38.7,,,38.5,36.2,39.9,,43.6,,,30.9,38.4,,,,,,,,,,,ימי חול - 19:00-23:59,2024,2,11238-2
11240,240,1,קווים,חשמונאים,י-ם,מודיעין עילית,בני ברק,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,48.1,6888.2,0.5,54,29.78,96.91,26.76,22,145,486.3,3150.7,21.7,,,19.0,16.0,34.2,14.9,25.7,,,11.8,9.7,51.4,9.7,,,,,,,,19.8,שישי - 12:00-14:59,2024,2,11240-1
11240,240,2,קווים,חשמונאים,י-ם,בני ברק,מודיעין עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,47.6,6913.6,0.5,48,32.03,89.17,25.0,23,146,510.8,3124.3,21.4,30.7,,9.0,20.4,24.6,15.0,29.1,,,5.2,11.2,26.8,10.0,,0.0,,,,,,19.5,ימי חול - 00:00-03:59,2024,2,11240-2
11247,247,1,סופרבוס,העמקים,מטרופולין חיפה,אום אל פחם,עפולה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,20.8,1954.6,0.1,19,43.9,28.43,75.31,16,94,39.4,212.9,2.3,,,2.8,3.6,3.5,1.2,1.2,,,2.6,1.0,0.5,0.3,,,,,,,,0.3,ימי חול - 09:00-11:59,2024,2,11247-1
11247,247,2,סופרבוס,העמקים,מטרופולין חיפה,עפולה,אום אל פחם,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,21.0,1845.4,0.1,17,39.25,32.1,93.18,15,88,33.4,181.9,2.1,,,0.2,1.7,4.9,1.4,2.5,,,0.4,1.5,1.8,3.5,,,,,,,,0.2,ימי חול - 12:00-14:59,2024,2,11247-2
11249,249,1,מטרופולין,שרון,מרכז,כפר סבא,תל אביב יפו,עירוני,עירוני עורקי מהיר,סדיר,עירוני,אוטובוס,1,30.5,5860.2,1.0,39,24.07,76.03,15.22,36,192,1071.2,5754.9,30.0,,8.2,30.8,30.2,46.1,27.3,25.5,,,24.1,49.9,45.3,20.5,,,,,,,,10.2,שישי - 09:00-11:59,2024,2,11249-1
11249,249,2,מטרופולין,שרון,מרכז,תל אביב יפו,כפר סבא,עירוני,עירוני עורקי מהיר,סדיר,עירוני,אוטובוס,1,30.1,5846.0,1.0,40,23.79,75.91,15.81,36,194,1031.2,5588.9,28.8,,7.6,25.3,22.4,45.7,27.9,29.2,,,21.4,27.3,70.0,24.6,,,,,,,,12.2,שישי - 12:00-14:59,2024,2,11249-2
11251,251,1,מטרופולין,בקעת אונו אלעד,גוש דן,אלעד,אשדוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,68.6,2059.0,0.5,61,32.4,127.04,23.33,6,30,196.0,980.0,32.7,,,38.7,17.3,42.0,32.7,23.3,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11251-1
11251,251,2,מטרופולין,בקעת אונו אלעד,גוש דן,אשדוד,אלעד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,67.6,2026.7,0.5,64,36.87,110.01,20.36,6,30,194.5,972.5,32.4,,,56.4,22.3,39.8,22.8,30.5,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11251-2
11252,252,1,דן בדרום,צפון הנגב,הדרום,אשקלון,קרית גת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.6,2280.2,0.5,22,40.94,37.52,17.9,16,89,201.9,1119.3,12.6,,4.9,8.5,15.0,15.3,10.1,20.2,,,7.2,14.2,24.5,0.5,,,,,,,,8.6,שישי - 12:00-14:59,2024,2,11252-1
11252,252,2,דן בדרום,צפון הנגב,הדרום,קרית גת,אשקלון,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,26.0,2313.2,0.6,22,39.76,39.24,15.68,16,89,240.2,1336.6,15.0,,0.7,20.3,17.1,19.3,9.4,16.0,,,14.2,21.9,17.0,0.0,,,,,,,,14.6,שישי - 09:00-11:59,2024,2,11252-2
11253,253,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,טנא,באר שבע,אזורי,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,33.5,1241.1,0.2,26,37.14,54.12,50.91,6,37,43.5,236.0,6.4,,,10.5,9.7,10.3,6.0,0.9,,,2.3,4.3,2.6,1.8,,,,,,,,2.4,ימי חול - 06:00-08:59,2024,2,11253-1
11253,253,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,באר שבע,טנא,אזורי,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,34.5,1275.0,0.2,27,41.99,49.3,53.23,6,37,36.4,205.6,5.6,,,7.5,6.3,,7.1,4.4,,,3.3,2.5,4.0,8.8,,0.0,,,,,,1.0,שישי - 15:00-18:59,2024,2,11253-2
11254,254,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,קרית ארבע,באר שבע,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,71.3,4062.0,0.2,41,42.17,101.45,41.07,10,57,156.5,844.7,14.8,,,22.8,20.7,41.5,8.8,7.4,,,7.4,9.3,7.3,10.5,,,,,,,,10.0,ימי חול - 12:00-14:59,2024,2,11254-1
11254,254,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,באר שבע,קרית ארבע,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,71.5,4359.2,0.2,44,42.76,100.33,41.05,11,61,163.5,894.6,14.7,,,19.6,19.7,26.2,10.8,9.3,,,6.5,14.0,28.5,4.8,,,,,,,,11.4,שישי - 12:00-14:59,2024,2,11254-2
11255,255,2,ירושלים-הר הזיתים,הר הזיתים,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,4.5,158.5,4.9,19,16.07,16.8,4.52,5,35,129.9,780.1,22.3,,9.3,29.0,,,,,,,11.4,,,,,,2.8,13.6,,,,,ימי חול - 06:00-08:59,2024,2,11255-2
11255,255,3,ירושלים-הר הזיתים,הר הזיתים,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,7.2,4197.0,3.8,29,12.64,34.18,7.43,86,583,2526.4,16088.8,27.6,,,26.0,30.6,48.7,20.9,19.1,,,10.7,18.0,42.6,15.6,17.2,,,21.3,25.8,43.6,16.7,18.2,ימי חול - 12:00-14:59,2024,2,11255-3
11256,256,3,ירושלים-אבו-תור-ענאתא איחוד,אבו תור,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,7.9,2877.9,3.2,25,16.41,28.88,6.87,58,363,1425.1,9152.0,25.2,,9.8,19.3,29.2,39.6,17.6,21.4,,0.0,9.5,22.2,70.2,18.1,,,0.0,24.5,25.6,46.4,18.7,32.2,שישי - 12:00-14:59,2024,2,11256-3
11258,258,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,מג'דל שמס,קרית שמונה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,49.8,2857.1,0.0,26,24.77,120.63,1000.0,10,56,4.3,23.6,0.4,,,1.2,0.2,0.4,0.1,,,,0.8,0.3,0.5,,,,,,,,,0.0,ימי חול - 06:00-08:59,2024,2,11258-1
11258,258,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קרית שמונה,מג'דל שמס,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,49.8,2637.4,0.0,30,27.01,110.63,1000.0,9,51,6.2,32.0,0.6,,,0.2,0.4,1.6,0.6,0.3,,,0.0,0.2,0.5,,,,,,,,,0.0,ימי חול - 12:00-14:59,2024,2,11258-2
11259,259,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,כרמל,באר שבע,אזורי,מאסף,לילה,בינעירוני ממוגן אבן,אוטובוס,1,86.7,173.4,0.0,26,49.08,105.99,239.98,0,2,0.9,5.3,2.6,,,,,,,0.4,,,,,,,,,,,,,,0.8,שבת - 19:00-23:59,2024,2,11259-1
11259,259,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,באר שבע,כרמל,אזורי,מאסף,לילה,בינעירוני ממוגן אבן,אוטובוס,1,86.5,172.9,0.0,25,51.48,100.82,302.46,0,2,0.1,4.0,2.0,0.1,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11259-2
11260,260,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,הר חברון,אזורי,מאסף,לילה,בינעירוני ממוגן ירי,אוטובוס,1,54.1,216.4,0.1,54,38.88,83.49,67.24,0,4,0.8,29.8,7.4,0.4,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11260-1
11260,260,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,הר חברון,ירושלים,אזורי,מאסף,לילה,בינעירוני ממוגן ירי,אוטובוס,1,52.2,104.5,0.1,45,39.54,79.21,163.88,0,2,0.3,5.8,2.9,0.3,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11260-2
11262,262,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,עתניאל,אזורי,מאסף,לילה,בינעירוני ממוגן ירי,אוטובוס,1,88.0,176.0,0.1,60,39.01,135.35,98.44,0,2,1.6,16.5,8.2,1.6,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11262-1
11264,264,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,כפר עציון,אזורי,מאסף,לילה,בינעירוני ממוגן אבן,אוטובוס,1,56.6,339.8,0.1,65,33.04,102.78,160.87,0,6,1.1,23.0,3.8,0.4,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11264-1
11264,264,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,כפר עציון,ירושלים,אזורי,מאסף,לילה,בינעירוני ממוגן אבן,אוטובוס,1,53.8,323.0,0.0,61,36.99,87.27,498.69,0,6,0.3,6.3,1.0,0.1,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11264-2
11265,265,1,דן בדרום,צפון הנגב,הדרום,נתיבות,אופקים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,28.8,1584.2,0.2,50,36.75,47.02,40.5,9,55,68.1,383.1,7.0,,,11.6,3.3,10.0,4.8,7.3,,,1.3,3.0,5.3,,,,,,,,,4.7,ימי חול - 06:00-08:59,2024,2,11265-1
11265,265,2,דן בדרום,צפון הנגב,הדרום,אופקים,נתיבות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,29.2,1750.1,0.2,47,37.38,46.87,47.95,10,60,62.7,351.9,5.9,,,5.4,5.6,19.3,5.5,2.4,,,0.0,1.6,4.7,,,,,,,,,5.4,ימי חול - 12:00-14:59,2024,2,11265-2
11266,266,1,דן,תל אביב,גוש דן,פתח תקווה,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.8,4167.2,1.5,36,16.48,53.88,14.45,52,281,1188.3,6287.0,22.4,,18.3,39.3,20.4,25.1,11.4,7.3,,15.2,23.8,11.8,13.2,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11266-1
11266,266,2,דן,תל אביב,גוש דן,תל אביב יפו,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.4,4164.2,1.3,37,16.59,55.7,16.63,50,270,1031.4,5425.9,20.1,,1.2,12.6,12.5,31.6,26.3,18.3,,,7.0,13.1,19.2,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11266-2
11267,267,1,תנופה,שומרון,מרכז,אריאל,כפר סבא,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,46.3,2776.6,0.2,41,40.33,68.88,54.32,12,60,91.3,456.5,7.6,,0.0,16.2,5.1,6.8,5.7,11.3,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11267-1
11267,267,2,תנופה,שומרון,מרכז,כפר סבא,אריאל,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,45.4,2724.2,0.2,40,39.86,68.34,46.07,12,60,106.8,534.0,8.9,,,15.7,4.8,11.6,7.6,11.6,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11267-2
11269,269,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,בית אל,אזורי,מאסף,לילה,בינעירוני ממוגן אבן,אוטובוס,1,35.7,214.3,0.4,33,36.83,58.16,22.32,0,6,5.2,93.8,15.6,1.7,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11269-1
11269,269,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,בית אל,ירושלים,אזורי,מאסף,לילה,בינעירוני ממוגן אבן,אוטובוס,1,35.4,212.4,0.0,33,39.48,53.8,208.26,0,6,0.5,9.3,1.6,0.2,,,,,,,,,,,,,,0.0,,,,,,,ימי חול - 00:00-03:59,2024,2,11269-2
11270,270,1,אגד,"רשל""צ פרברי",גוש דן,תל אביב יפו,ראשון לציון,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,26.3,2887.9,0.6,36,22.67,69.61,24.91,22,110,368.9,1844.5,16.8,,2.6,22.2,5.7,17.3,17.3,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11270-1
11270,270,2,אגד,"רשל""צ פרברי",גוש דן,ראשון לציון,תל אביב יפו,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,24.1,2173.0,0.9,36,20.3,71.23,19.74,18,90,389.7,1948.5,21.6,,0.3,36.2,,11.4,10.8,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11270-2
11274,274,3,ירושלים-רמאללה איחוד,קלנדיה-בית חנינה,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.6,7582.1,2.6,47,14.75,59.39,9.52,79,519,2874.6,19420.0,37.4,,7.2,35.0,44.6,61.7,26.9,19.6,,2.3,11.7,20.3,85.4,25.7,29.6,,3.7,43.7,53.1,86.1,34.5,30.7,שבת - 12:00-14:59,2024,2,11274-3
11276,276,1,תנופה,שומרון,מרכז,אריאל,חדרה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,70.1,420.6,0.1,31,42.15,99.79,133.05,1,6,4.1,27.0,4.5,,,,,,2.5,,,,,,6.5,,,,,,,,,,שישי - 12:00-14:59,2024,2,11276-1
11276,276,2,תנופה,שומרון,מרכז,חדרה,אריאל,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,69.8,418.6,0.1,21,43.84,95.53,99.68,1,6,6.0,34.5,5.8,,,6.0,,,,,,,4.5,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11276-2
11277,277,1,אגד,רחובות פרברי,מרכז,תל אביב יפו,קרית עקרון,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,34.7,10915.1,0.6,37,24.72,84.22,23.59,61,315,1299.3,6748.4,21.4,,4.0,19.9,13.9,26.3,20.8,28.4,,,12.2,20.1,36.8,,,,,,,,,,שישי - 12:00-14:59,2024,2,11277-1
11277,277,2,אגד,רחובות פרברי,מרכז,קרית עקרון,תל אביב יפו,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,34.2,10945.9,0.6,37,23.64,86.8,24.69,62,320,1300.5,6748.8,21.1,,18.2,26.1,22.4,18.1,16.1,22.3,,0.3,22.9,27.4,45.0,,,,,,,,,,שישי - 12:00-14:59,2024,2,11277-2
11278,278,3,ירושלים-רמאללה איחוד,קלנדיה-בית חנינה,מזרח ירושלים,מטה בנימין,מטה בנימין,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,4.0,571.8,0.2,2,15.32,15.67,107.54,24,144,21.6,125.9,0.9,,,0.6,1.1,1.4,0.5,,,,,,,,,,,0.6,0.6,1.0,0.7,,ימי חול - 12:00-14:59,2024,2,11278-3
11280,280,1,מטרופולין,בקעת אונו אלעד,גוש דן,אלעד,בני ברק,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,23.3,11990.8,1.2,34,20.04,69.76,15.11,91,523,2647.1,14491.7,27.7,,14.3,26.8,31.6,43.1,24.8,26.8,,48.3,23.2,18.6,20.7,5.6,,0.0,,,,,,22.0,שישי - 04:00-05:59,2024,2,11280-1
11280,280,2,מטרופולין,בקעת אונו אלעד,גוש דן,בני ברק,אלעד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,24.9,11597.6,1.1,37,26.39,56.61,12.97,82,469,2227.1,12281.5,26.2,27.5,3.7,22.0,15.2,36.3,21.4,36.4,,,16.4,17.0,21.1,11.0,,0.0,,,,,,21.6,ימי חול - 19:00-23:59,2024,2,11280-2
11283,283,1,מטרופולין,בקעת אונו אלעד,גוש דן,אלעד,אשדוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,69.6,1322.8,0.2,45,43.77,95.41,45.76,2,19,24.9,237.7,12.5,,,,,,12.1,11.9,,,7.0,9.3,21.2,1.9,,0.0,,,,,,25.2,שבת - 19:00-23:59,2024,2,11283-1
11283,283,2,מטרופולין,בקעת אונו אלעד,גוש דן,אשדוד,אלעד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,70.6,1341.0,0.2,49,50.99,83.08,41.29,2,19,27.0,229.4,12.1,,,,,,,12.0,,,2.3,,20.4,0.0,,0.0,,,,,,15.2,שישי - 12:00-14:59,2024,2,11283-2
11286,286,3,ירושלים-אבו-תור-ענאתא איחוד,אבו תור,מזרח ירושלים,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,8.1,2503.9,3.0,22,14.47,33.59,8.44,51,311,1165.7,7425.0,23.9,,4.3,18.7,26.5,37.7,18.0,14.3,,0.0,10.0,21.4,95.4,10.6,15.9,,0.3,24.8,23.9,43.1,21.1,37.7,שישי - 12:00-14:59,2024,2,11286-3
11289,289,1,דן,תל אביב,גוש דן,תל אביב יפו,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.6,8403.3,1.8,59,15.88,92.95,12.29,63,341,2888.8,15471.1,45.4,13.7,3.0,36.4,41.1,79.9,53.0,31.9,,,16.3,39.0,58.5,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11289-1
11289,289,2,דן,תל אביב,גוש דן,חולון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,23.7,8074.3,1.8,55,16.3,87.24,12.45,62,340,2658.2,14300.1,42.1,,15.2,57.4,50.0,60.7,35.8,24.3,,24.9,31.6,31.9,41.5,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,11289-2
11290,290,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,מגאר,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,72.1,432.4,0.1,65,35.48,121.93,127.97,1,6,5.8,34.3,5.7,,,5.8,,,,,,,5.3,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,11290-1
11290,290,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,חיפה,מגאר,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,71.5,786.5,0.1,61,39.05,109.86,183.56,2,11,5.8,39.5,3.6,,,,,3.9,1.9,,,,,,10.5,,,,,,,,,,שישי - 12:00-14:59,2024,2,11290-2
11294,294,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,פסוטה,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,80.1,1423.2,0.1,62,40.47,118.75,81.27,3,18,27.4,157.8,8.8,,2.4,18.8,,,2.5,,,,2.5,,,,,,,,,,,18.3,ימי חול - 06:00-08:59,2024,2,11294-1
11294,294,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,פסוטה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,79.7,1275.3,0.1,59,40.6,117.78,69.16,3,16,30.9,163.5,10.2,,,,,,10.8,9.2,,,,,9.0,,,,,,,,,,ימי חול - 15:00-18:59,2024,2,11294-2
11295,295,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,ראמה,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,58.0,695.5,0.1,45,38.23,91.03,78.03,2,12,12.4,84.0,7.0,,,6.2,,,,,,,4.5,,,,,,,,,,,17.5,שבת - 19:00-23:59,2024,2,11295-1
11295,295,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,ראמה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,57.4,631.9,0.1,45,31.62,108.92,91.23,2,11,14.5,78.8,7.2,,,,,,7.2,,,,,,6.3,,,,,,,,,,ימי חול - 15:00-18:59,2024,2,11295-2
