RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q,makat_dir
10003,3,1,אגד,חיפה עירוני,מטרופולין חיפה,רכסים,רכסים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,3.3,39.7,14.3,12,12.67,15.63,1.98,2,12,95.6,568.0,47.3,,,47.8,,,,,,,45.0,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10003-1
10006,6,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.4,84.2,0.6,21,13.68,36.84,44.21,2,10,6.1,50.0,5.0,,,3.0,,,,,,,9.8,,,,,,,,,,,,שישי - 06:00-08:59,2024,2,10006-1
10006,6,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,12.3,1317.3,0.7,34,17.15,43.03,29.29,19,107,165.2,943.1,8.8,,0.1,11.6,15.7,13.1,4.6,2.5,,0.0,9.8,12.5,12.6,0.0,,,,,,,,,ימי חול - 09:00-11:59,2024,2,10006-3
10007,7,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,4.7,288.9,2.6,8,15.76,17.89,8.83,11,61,140.0,741.3,12.2,,3.3,17.9,,3.7,3.8,,,,7.3,,,0.0,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10007-1
10007,7,2,אגד,חיפה עירוני,מטרופולין חיפה,נשר,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,3.7,229.3,1.8,8,12.39,17.92,16.33,11,62,67.2,408.3,6.6,,,,,4.5,10.4,4.1,,,,,10.3,,,,,,,,,,ימי חול - 15:00-18:59,2024,2,10007-2
10008,8,1,אגד,חיפה עירוני,מטרופולין חיפה,רכסים,רכסים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,2,5.9,61.3,8.8,22,13.7,25.84,3.46,2,12,94.8,537.0,44.8,,,47.4,,,,,,,31.5,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10008-1
10008,8,2,אגד,חיפה עירוני,מטרופולין חיפה,רכסים,רכסים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,5.9,99.6,5.5,20,14.42,24.55,4.61,3,17,101.9,543.6,32.0,,,,,33.7,,,,,,29.8,4.3,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10008-2
10010,10,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.2,1822.4,1.9,36,16.05,38.13,12.06,32,178,598.2,3375.4,19.0,,,12.4,22.1,33.4,14.5,12.3,,,9.8,29.4,27.3,,,,,,,,,4.9,ימי חול - 12:00-14:59,2024,2,10010-3
10012,12,1,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ביאליק,קרית מוצקין,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.0,7348.4,2.3,48,19.34,52.74,8.03,76,433,3038.3,17064.3,39.4,,5.9,45.3,44.1,65.1,29.1,26.9,,9.0,36.0,47.4,56.5,9.7,,,,,,,14.8,21.5,ימי חול - 12:00-14:59,2024,2,10012-1
10012,12,2,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית ביאליק,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,7222.5,2.3,46,22.85,44.38,7.0,75,428,2904.4,16291.5,38.1,,6.9,30.8,47.3,62.5,33.1,27.2,,6.6,30.0,47.2,54.9,10.8,,,,,,,12.9,21.4,ימי חול - 12:00-14:59,2024,2,10012-2
10013,13,1,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית ים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.4,7109.6,2.0,60,19.14,57.68,9.56,67,387,2525.8,14011.7,36.2,,10.6,33.1,44.0,66.3,29.1,26.9,,7.2,23.1,34.8,44.5,10.1,,,,,,,6.8,21.0,ימי חול - 12:00-14:59,2024,2,10013-1
10013,13,2,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית מוצקין,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.7,7204.7,1.8,59,22.56,49.73,9.01,67,386,2275.2,12782.5,33.1,,13.4,31.3,43.8,52.6,26.2,22.0,,8.8,27.5,30.9,46.4,10.7,,,,,,,14.0,24.0,ימי חול - 12:00-14:59,2024,2,10013-2
10014,14,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,19.5,58.5,1.0,66,29.75,39.33,11.61,0,3,1.5,61.0,20.3,,,,,,,,,,,,,,,,,,,,,17.8,שבת - 19:00-23:59,2024,2,10014-1
10014,14,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,30.8,462.2,2.0,101,21.76,84.93,9.54,0,17,0.0,908.3,53.4,,,,,,,,,,,,,,,,,,45.2,80.2,38.6,60.5,שבת - 12:00-14:59,2024,2,10014-3
10016,16,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.5,4402.2,2.3,37,20.08,52.29,7.67,46,252,1914.5,10307.6,40.9,,0.7,30.3,43.2,69.5,31.9,38.8,,2.3,18.7,46.1,47.8,3.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10016-1
10016,16,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.8,4194.3,1.7,32,17.7,53.56,11.85,48,266,1325.3,7216.5,27.1,,10.7,27.9,29.9,39.0,23.5,23.4,,10.0,16.7,21.1,39.5,6.0,,,,,,,,,שישי - 12:00-14:59,2024,2,10016-2
10017,17,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.6,6970.4,1.8,59,22.7,59.74,8.93,55,309,2269.0,12400.6,40.1,,15.7,38.1,46.6,51.3,31.4,63.0,,3.5,19.5,33.7,43.3,6.8,,,,,,,,,ימי חול - 19:00-23:59,2024,2,10017-1
10017,17,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,20.5,7040.1,1.8,51,22.35,55.03,9.43,66,360,2337.4,12604.6,35.0,,14.4,32.4,39.5,53.1,28.0,,,12.6,27.2,30.5,43.5,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10017-2
10018,18,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,5,13.9,5817.2,2.4,47,18.36,45.42,8.04,71,420,2443.5,14230.1,33.9,,8.5,26.5,43.7,58.5,25.4,29.8,,7.4,24.7,42.6,48.4,17.4,,,,,10.9,38.6,17.6,25.5,ימי חול - 12:00-14:59,2024,2,10018-1
10018,18,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,13.0,5675.4,2.6,37,17.78,43.87,7.75,74,439,2542.3,14902.2,33.9,,14.0,32.8,44.8,53.9,23.4,28.2,,11.9,29.9,39.4,58.2,1.1,,,,,36.0,44.9,19.1,17.2,שישי - 12:00-14:59,2024,2,10018-2
10019,19,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.4,4756.3,2.5,52,17.28,36.11,7.67,74,417,2063.4,11784.4,28.3,,,23.8,29.6,45.3,16.2,28.6,,,31.4,31.9,35.2,16.4,,,,,,,25.5,25.6,ימי חול - 12:00-14:59,2024,2,10019-1
10019,19,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.5,4539.7,2.9,46,15.31,41.15,7.6,72,400,2348.6,12995.9,32.5,,,21.8,32.6,48.2,25.5,37.5,,,21.8,36.7,43.0,22.5,,,,,,,18.8,20.1,ימי חול - 12:00-14:59,2024,2,10019-2
10020,20,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,20.1,6834.0,1.7,86,20.84,57.87,9.9,60,340,2144.9,11929.8,35.1,,8.8,33.9,46.1,67.2,24.7,18.7,,9.6,24.4,37.5,40.1,10.1,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10020-3
10021,21,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,105.8,0.9,35,21.28,29.89,18.78,2,10,19.1,95.5,9.6,,9.5,,,,,,,,,,,,,,,,,,,,ימי חול - 04:00-05:59,2024,2,10021-2
10023,23,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.3,1.0,34,19.28,32.68,18.14,0,9,0.0,97.3,10.8,,,,,,,,,,,,,,,,,,9.2,15.1,0.0,,שבת - 12:00-14:59,2024,2,10023-1
10023,23,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.2,1.8,34,15.88,39.67,12.98,0,9,0.0,165.1,18.3,,,,,,,,,,,,,,,,,,18.2,21.2,7.3,,שבת - 12:00-14:59,2024,2,10023-2
10024,24,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.6,7338.0,1.7,67,19.96,79.96,10.48,49,276,2284.0,12634.2,45.8,,9.7,40.3,51.8,62.9,36.8,66.4,,5.4,33.2,46.5,49.5,20.5,,,,,,,,,ימי חול - 19:00-23:59,2024,2,10024-1
10024,24,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.9,6782.2,1.7,59,20.43,67.25,10.16,53,296,2150.0,11757.9,39.7,,8.1,37.3,45.6,63.9,29.2,32.1,,5.5,22.1,39.0,42.1,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10024-2
10025,25,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.5,3221.7,1.5,33,16.39,31.12,15.26,64,385,790.8,4709.8,12.2,,1.2,10.3,12.7,22.6,10.1,8.9,,3.8,6.7,16.3,25.3,0.0,,,,21.0,11.9,19.1,3.3,4.3,שישי - 12:00-14:59,2024,2,10025-1
10025,25,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.7,3276.4,1.7,32,14.56,35.85,15.08,64,383,890.1,5463.8,14.3,,3.9,14.4,17.9,21.8,10.4,6.6,,5.8,15.4,23.6,23.2,0.0,,,,,19.5,18.7,8.2,6.7,שישי - 09:00-11:59,2024,2,10025-2
10027,27,1,תנופה,שומרון,מרכז,חדרה,מבוא דותן,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.3,1371.2,0.2,26,40.76,59.32,47.23,6,34,48.6,256.2,7.5,,,1.0,7.6,14.7,13.0,6.2,,,2.8,6.8,1.8,,,,,,,,,1.8,ימי חול - 12:00-14:59,2024,2,10027-1
10027,27,2,תנופה,שומרון,מרכז,מבוא דותן,חדרה,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.5,1417.6,0.2,24,37.62,64.59,60.8,6,35,41.1,223.1,6.4,,,14.9,9.3,7.5,1.8,5.7,,,5.0,3.3,4.8,0.0,,,,,,,,4.5,ימי חול - 06:00-08:59,2024,2,10027-2
10028,28,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.3,5867.9,3.3,60,15.82,69.41,7.0,56,321,3365.7,19101.0,59.5,,9.4,35.7,62.4,99.8,49.6,51.0,,10.8,39.0,60.8,82.7,37.5,,,,,,,49.9,46.0,ימי חול - 12:00-14:59,2024,2,10028-1
10028,28,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.1,6597.2,3.5,57,15.45,70.29,6.59,64,364,4197.9,23278.5,64.0,,5.2,56.7,67.4,106.2,51.8,59.9,,1.5,39.7,67.8,78.3,12.3,,,,,26.3,,27.7,38.6,ימי חול - 12:00-14:59,2024,2,10028-2
10028,28,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,25.6,239.6,2.5,87,19.03,80.71,7.21,0,9,0.1,604.3,67.1,,,,,,,,,,,,,,,,,,46.2,82.1,68.5,,שבת - 12:00-14:59,2024,2,10028-3
10029,29,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,23.1,5536.3,1.3,79,21.03,65.91,13.39,43,240,1292.0,7089.9,29.5,,,22.8,26.9,51.8,22.0,28.7,,,14.5,27.0,38.7,0.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10029-3
10030,30,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.3,3798.8,2.0,50,17.07,50.26,10.58,48,265,1358.4,7556.4,28.5,,5.6,25.6,26.7,49.2,22.5,21.0,,5.5,20.1,33.6,45.9,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10030-1
10030,30,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.8,3647.2,1.7,55,20.7,40.0,10.39,48,265,1095.5,6121.8,23.1,,0.3,26.4,26.6,42.1,15.7,11.8,,2.8,23.1,31.7,27.2,0.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10030-2
10031,31,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.1,1902.0,2.0,51,16.94,60.57,10.72,20,111,704.6,3763.5,33.9,,,27.2,34.7,54.5,30.2,38.1,,,20.2,24.3,23.2,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10031-1
10031,31,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,2040.4,1.9,52,18.72,54.17,9.89,22,121,745.7,3978.3,32.9,,,29.9,38.0,65.7,22.1,16.6,,,20.2,24.8,24.8,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10031-2
10032,32,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,14.4,158.8,1.6,59,20.69,41.76,10.92,2,11,44.4,252.3,22.9,,,,,22.2,,,,,,30.3,,,,,,,,,,,שישי - 09:00-11:59,2024,2,10032-1
10032,32,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,10.1,60.5,1.4,44,19.03,31.84,13.36,1,6,15.8,85.8,14.3,,,15.8,,,,,,,6.8,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10032-2
10032,32,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14.0,2248.0,0.8,54,20.0,42.0,23.31,29,161,316.8,1740.6,10.8,,,10.3,12.2,20.6,8.8,6.5,,,6.3,13.9,9.3,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10032-3
10033,33,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,3,7.7,2358.0,1.9,52,15.8,29.24,12.01,53,300,809.7,4381.5,14.6,,1.2,13.5,17.5,27.3,11.5,7.8,,0.4,8.4,13.3,11.9,4.4,,,,,,,13.0,2.8,ימי חול - 12:00-14:59,2024,2,10033-3
10034,34,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.3,45.3,1.4,55,18.89,35.89,13.25,1,4,13.0,65.0,16.2,,,,,13.0,,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10034-1
10034,34,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,7.6,2165.3,1.9,53,15.02,30.36,12.79,50,282,731.4,4016.6,14.2,,2.8,14.5,16.3,22.3,10.6,10.1,,1.6,12.3,11.6,15.1,3.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10034-3
10035,35,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.6,69.6,1.1,46,19.93,34.92,16.33,0,6,0.5,77.0,12.8,,,,,,,,,,,,,,,,,,,,13.2,11.7,שבת - 15:00-18:59,2024,2,10035-1
10035,35,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.9,49.7,1.1,39,25.49,23.3,12.42,0,5,0.0,56.3,11.3,,,,,,,,,,,,,,,,,,,,9.8,12.3,שבת - 19:00-23:59,2024,2,10035-2
10036,36,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,20.2,1369.7,1.7,56,21.13,57.36,10.94,13,74,426.6,2328.1,31.5,,,23.8,39.5,47.0,24.0,,,,12.5,26.3,53.8,,,,,,,,,,שישי - 12:00-14:59,2024,2,10036-1
10036,36,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,17.4,1660.3,2.2,51,17.77,58.75,11.13,20,113,652.3,3577.8,31.7,,3.6,26.6,49.7,63.8,25.6,21.3,,3.0,19.0,33.7,32.8,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10036-2
10037,37,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,15.0,10824.1,2.4,81,17.93,50.2,5.74,86,491,4624.3,25755.5,52.5,,18.6,38.3,63.6,82.4,40.4,49.0,,21.2,39.4,45.5,64.6,35.3,,,,,20.8,71.6,32.3,33.1,ימי חול - 12:00-14:59,2024,2,10037-1
10037,37,2,אגד,חיפה עירוני,מטרופולין חיפה,דאלית אל כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,28.9,9547.8,2.2,75,17.74,97.75,11.94,74,423,3745.3,20779.8,49.1,,5.0,47.0,67.7,83.8,31.7,36.9,,5.9,35.0,51.4,51.6,15.9,,,,,24.6,55.2,34.1,30.3,ימי חול - 12:00-14:59,2024,2,10037-2
10038,38,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,3250.6,1.5,45,20.67,33.67,12.03,50,281,854.5,4718.1,16.8,,5.1,17.5,20.7,31.2,11.9,7.9,,2.3,12.9,16.2,21.3,3.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10038-3
10039,39,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,12.4,136.9,1.4,55,20.27,36.7,12.23,2,11,37.8,198.0,18.0,,,,,18.9,,,,,,,9.0,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10039-1
10039,39,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,2,10.1,118.1,1.2,47,20.5,29.56,14.58,2,12,27.5,146.0,12.2,,,13.8,,,,,,,4.2,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10039-2
10039,39,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,2383.5,0.9,50,19.7,35.33,20.77,37,205,392.7,2092.3,10.2,,,10.2,9.4,19.7,7.2,7.4,,,5.5,6.0,8.0,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10039-3
10040,40,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.7,4146.3,2.5,45,21.79,40.48,6.79,47,295,1744.6,10552.5,35.8,,,20.6,45.7,66.2,31.8,22.1,,,22.5,41.8,56.8,8.8,,,,8.0,36.7,43.9,11.4,18.4,ימי חול - 12:00-14:59,2024,2,10040-1
10040,40,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.4,3932.5,2.3,41,20.56,42.02,8.07,46,288,1489.3,8995.2,31.2,,8.9,30.5,46.8,48.2,23.4,16.6,,14.3,25.1,42.6,39.9,6.5,,,,21.3,34.2,28.8,10.0,8.0,ימי חול - 12:00-14:59,2024,2,10040-2
10042,42,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.8,1187.6,2.5,44,21.27,41.75,6.89,14,80,512.8,2909.9,36.4,,11.8,30.1,50.4,59.1,23.4,,,3.8,18.6,50.0,45.4,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10042-1
10042,42,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.2,973.3,2.6,40,18.1,40.44,7.73,14,80,454.9,2511.8,31.4,,,25.1,44.8,50.0,19.9,10.4,,,23.0,31.1,25.0,0.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10042-2
10043,43,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.1,1582.6,1.3,39,20.08,42.13,14.12,20,112,371.5,2005.3,17.9,,,18.8,15.6,40.8,10.3,9.2,,,9.9,15.4,14.1,0.0,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10043-1
10043,43,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.5,1965.0,1.0,43,19.57,50.59,17.77,21,119,368.3,2032.8,17.1,,4.1,23.9,17.8,23.5,12.7,13.6,,,13.7,13.5,14.9,8.0,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10043-2
10045,45,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.8,929.0,2.1,20,27.13,15.04,6.31,23,137,358.1,1957.9,14.3,,5.4,21.2,,,0.0,11.6,,4.7,9.1,,,,,,,,,,1.8,8.6,ימי חול - 06:00-08:59,2024,2,10045-1
10045,45,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.5,1188.8,1.7,19,23.38,16.68,8.99,31,183,342.1,2037.1,11.1,,15.7,17.9,15.2,,15.4,3.7,,8.2,12.8,22.0,10.8,0.0,,,,,,,,7.7,שישי - 09:00-11:59,2024,2,10045-2
10046,46,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.6,1369.7,2.4,17,24.39,16.24,6.25,38,208,613.1,3245.1,15.6,,0.1,16.4,14.2,25.9,14.7,13.5,,0.0,6.0,7.5,17.5,,,,,,,,,,ימי חול - 12:00-14:59,2024,2,10046-1
10046,46,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,5.9,1257.7,2.5,16,22.07,16.04,6.65,39,214,568.9,3096.3,14.5,,0.7,25.8,9.6,25.2,14.5,5.0,,,12.1,14.8,15.1,0.0,,,,,,,,,ימי חול - 06:00-08:59,2024,2,10046-2
10047,47,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,9.5,2379.8,1.7,27,22.58,25.24,9.14,45,250,764.5,4141.8,16.6,,,21.1,12.9,24.1,17.4,8.8,,,10.6,13.0,25.4,0.0,,,,,,,,5.0,שישי - 12:00-14:59,2024,2,10047-1
10047,47,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.7,2361.4,1.3,28,22.03,23.69,12.28,49,270,579.2,3124.1,11.6,,8.0,12.0,10.7,22.9,10.9,3.6,,3.5,7.7,12.6,14.2,0.0,,,,,,,,3.5,ימי חול - 12:00-14:59,2024,2,10047-2
10048,48,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,אחיהוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,35.8,2313.5,0.1,43,27.22,78.91,116.47,12,66,51.4,268.3,4.1,,0.1,4.9,4.2,5.1,4.2,4.7,,0.0,4.5,2.5,1.3,,,,,,,,,0.5,ימי חול - 12:00-14:59,2024,2,10048-1
10048,48,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אחיהוד,נהריה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.9,2443.4,0.1,42,26.52,81.22,204.81,12,68,29.2,161.8,2.4,,,1.6,4.4,3.2,1.8,1.1,,,2.5,2.8,1.9,,,,,,,,,0.5,ימי חול - 09:00-11:59,2024,2,10048-2
